NBN Atlas record ID,Occurrence ID,Licence,Rightsholder,Scientific name,Taxon author,Name qualifier,Common name,Species ID (TVK),Taxon Rank,Occurrence status,Start date,Start date day,Start date month,Start date year,End date,End date day,End date month,End date year,Locality,OSGR,Latitude (WGS84),Longitude (WGS84),Coordinate uncertainty (m),Verbatim depth,Recorder,Determiner,Individual count,Abundance,Abundance scale,Organism scope,Organism remarks,Sex,Life stage,Occurrence remarks,Identification verification status,Basis of record,Survey key,Dataset name,Dataset ID,Data provider,Data provider ID,Institution code,Kingdom,Phylum,Class,Order,Family,Genus,OSGR 100km,OSGR 10km,OSGR 2km,OSGR 1km,Country,State/Province,Vitality,public _ resolution _ in _ meters
7ea23a46-89da-49b1-9dc9-12b566505c4b,6811,OGL,Bat Conservation Trust,Rhinolophus ferrumequinum,"(Schreber, 1774)",,Greater Horseshoe Bat,NHMSYS0000080176,species,present,08/05/1978,08,05,1978,,,,,,SR99,51.616398,-4.962508,7071.1,,Undisclosed,,,,,,,,,"If planning to visit the site, please contact the site recorder via BCT (nbmp@bats.org.uk). For Metadata go to https://registry.nbnatlas.org/public/showDataResource/dr945",Accepted,HumanObservation,,Hibernation Survey,dr945,Bat Conservation Trust,dp57,BCT,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,SR,SR99,,,United Kingdom,Wales,,
79c36202-380a-4142-bac4-52d4068922fe,7397,OGL,Bat Conservation Trust,Rhinolophus hipposideros,"(Bechstein, 1800)",,Lesser Horseshoe Bat,NHMSYS0000080177,species,present,29/05/1977,29,05,1977,,,,,,SS58,51.545213,-4.092461,7071.1,,Undisclosed,,,,,,,,,"If planning to visit the site, please contact the site recorder via BCT (nbmp@bats.org.uk). For Metadata go to https://registry.nbnatlas.org/public/showDataResource/dr945",Accepted,HumanObservation,,Hibernation Survey,dr945,Bat Conservation Trust,dp57,BCT,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,SS,SS58,,,United Kingdom,Wales,,
765498e0-0dcd-468c-b8d2-274f81b76f54,9413,OGL,Bat Conservation Trust,Rhinolophus hipposideros,"(Bechstein, 1800)",,Lesser Horseshoe Bat,NHMSYS0000080177,species,present,09/05/1999,09,05,1999,,,,,,SS49,51.632398,-4.240976,7071.1,,Undisclosed,,,,,,,,,"If planning to visit the site, please contact the site recorder via BCT (nbmp@bats.org.uk). For Metadata go to https://registry.nbnatlas.org/public/showDataResource/dr945",Accepted,HumanObservation,,Hibernation Survey,dr945,Bat Conservation Trust,dp57,BCT,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,SS,SS49,,,United Kingdom,Wales,,
6fa48c55-06b6-464d-b593-8c76b0913737,9321,OGL,Bat Conservation Trust,Rhinolophus ferrumequinum,"(Schreber, 1774)",,Greater Horseshoe Bat,NHMSYS0000080176,species,present,16/05/1979,16,05,1979,,,,,,SM80,51.702446,-5.11288,7071.1,,Undisclosed,,,,,,,,,"If planning to visit the site, please contact the site recorder via BCT (nbmp@bats.org.uk). For Metadata go to https://registry.nbnatlas.org/public/showDataResource/dr945",Accepted,HumanObservation,,Hibernation Survey,dr945,Bat Conservation Trust,dp57,BCT,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,SM,SM80,,,United Kingdom,Wales,,
6a7cf463-683a-4322-ab48-e3b5cd641221,6814,OGL,Bat Conservation Trust,Rhinolophus ferrumequinum,"(Schreber, 1774)",,Greater Horseshoe Bat,NHMSYS0000080176,species,present,17/05/1978,17,05,1978,,,,,,SR99,51.616398,-4.962508,7071.1,,Undisclosed,,,,,,,,,"If planning to visit the site, please contact the site recorder via BCT (nbmp@bats.org.uk). For Metadata go to https://registry.nbnatlas.org/public/showDataResource/dr945",Accepted,HumanObservation,,Hibernation Survey,dr945,Bat Conservation Trust,dp57,BCT,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,SR,SR99,,,United Kingdom,Wales,,
694c3458-d162-47ff-aa4f-c785e282eb19,6809,OGL,Bat Conservation Trust,Rhinolophus ferrumequinum,"(Schreber, 1774)",,Greater Horseshoe Bat,NHMSYS0000080176,species,present,04/05/1978,04,05,1978,,,,,,SR99,51.616398,-4.962508,7071.1,,Undisclosed,,,,,,,,,"If planning to visit the site, please contact the site recorder via BCT (nbmp@bats.org.uk). For Metadata go to https://registry.nbnatlas.org/public/showDataResource/dr945",Accepted,HumanObservation,,Hibernation Survey,dr945,Bat Conservation Trust,dp57,BCT,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,SR,SR99,,,United Kingdom,Wales,,
68399923-0ac2-4794-afbd-1a64a1c13083,6344,OGL,Bat Conservation Trust,Rhinolophus ferrumequinum,"(Schreber, 1774)",,Greater Horseshoe Bat,NHMSYS0000080176,species,present,09/05/1999,09,05,1999,,,,,,SS58,51.545213,-4.092461,7071.1,,Undisclosed,,,,,,,,,"If planning to visit the site, please contact the site recorder via BCT (nbmp@bats.org.uk). For Metadata go to https://registry.nbnatlas.org/public/showDataResource/dr945",Accepted,HumanObservation,,Hibernation Survey,dr945,Bat Conservation Trust,dp57,BCT,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,SS,SS58,,,United Kingdom,Wales,,
63b71521-a0dc-425a-8549-745246171319,9054,OGL,Bat Conservation Trust,Rhinolophus ferrumequinum,"(Schreber, 1774)",,Greater Horseshoe Bat,NHMSYS0000080176,species,present,15/05/1979,15,05,1979,,,,,,SM90,51.70619,-4.968375,7071.1,,Undisclosed,,,,,,,,,"If planning to visit the site, please contact the site recorder via BCT (nbmp@bats.org.uk). For Metadata go to https://registry.nbnatlas.org/public/showDataResource/dr945",Accepted,HumanObservation,,Hibernation Survey,dr945,Bat Conservation Trust,dp57,BCT,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,SM,SM90,,,United Kingdom,Wales,,
5b9773de-a29f-4110-bb94-0ef02ccc5a26,8973,OGL,Bat Conservation Trust,Rhinolophus ferrumequinum,"(Schreber, 1774)",,Greater Horseshoe Bat,NHMSYS0000080176,species,present,22/05/1981,22,05,1981,,,,,,SM90,51.70619,-4.968375,7071.1,,Undisclosed,,,,,,,,,"If planning to visit the site, please contact the site recorder via BCT (nbmp@bats.org.uk). For Metadata go to https://registry.nbnatlas.org/public/showDataResource/dr945",Accepted,HumanObservation,,Hibernation Survey,dr945,Bat Conservation Trust,dp57,BCT,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,SM,SM90,,,United Kingdom,Wales,,
58d4f476-76c8-4b96-b66b-917e77235efb,7876,OGL,Bat Conservation Trust,Rhinolophus ferrumequinum,"(Schreber, 1774)",,Greater Horseshoe Bat,NHMSYS0000080176,species,present,01/05/1979,01,05,1979,,,,,,SN12,51.892766,-4.689951,7071.1,,Undisclosed,,,,,,,,,"If planning to visit the site, please contact the site recorder via BCT (nbmp@bats.org.uk). For Metadata go to https://registry.nbnatlas.org/public/showDataResource/dr945",Accepted,HumanObservation,,Hibernation Survey,dr945,Bat Conservation Trust,dp57,BCT,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,SN,SN12,,,United Kingdom,Wales,,
56bb7610-20af-43f8-8a05-769ed88773fc,6808,OGL,Bat Conservation Trust,Rhinolophus ferrumequinum,"(Schreber, 1774)",,Greater Horseshoe Bat,NHMSYS0000080176,species,present,03/05/1978,03,05,1978,,,,,,SR99,51.616398,-4.962508,7071.1,,Undisclosed,,,,,,,,,"If planning to visit the site, please contact the site recorder via BCT (nbmp@bats.org.uk). For Metadata go to https://registry.nbnatlas.org/public/showDataResource/dr945",Accepted,HumanObservation,,Hibernation Survey,dr945,Bat Conservation Trust,dp57,BCT,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,SR,SR99,,,United Kingdom,Wales,,
54d7d0cc-a5b4-4aa4-984a-64efc5b94bb5,9705,OGL,Bat Conservation Trust,Rhinolophus ferrumequinum,"(Schreber, 1774)",,Greater Horseshoe Bat,NHMSYS0000080176,species,present,29/05/1977,29,05,1977,,,,,,SS58,51.545213,-4.092461,7071.1,,Undisclosed,,,,,,,,,"If planning to visit the site, please contact the site recorder via BCT (nbmp@bats.org.uk). For Metadata go to https://registry.nbnatlas.org/public/showDataResource/dr945",Accepted,HumanObservation,,Hibernation Survey,dr945,Bat Conservation Trust,dp57,BCT,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,SS,SS58,,,United Kingdom,Wales,,
543427c4-48b1-48ba-a0c5-ec456419c5e9,9238,OGL,Bat Conservation Trust,Rhinolophus ferrumequinum,"(Schreber, 1774)",,Greater Horseshoe Bat,NHMSYS0000080176,species,present,31/05/1997,31,05,1997,,,,,,SS48,51.542554,-4.236558,7071.1,,Undisclosed,,,,,,,,,"If planning to visit the site, please contact the site recorder via BCT (nbmp@bats.org.uk). For Metadata go to https://registry.nbnatlas.org/public/showDataResource/dr945",Accepted,HumanObservation,,Hibernation Survey,dr945,Bat Conservation Trust,dp57,BCT,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,SS,SS48,,,United Kingdom,Wales,,
51a02ed5-2430-4cf8-ac0b-6595dfaa9263,8510,OGL,Bat Conservation Trust,Myotis mystacinus,"(Kuhl, 1817)",,Whiskered Bat,NHMSYS0000080183,species,present,05/05/1996,05,05,1996,,,,,,SN71,51.819602,-3.814957,7071.1,,Undisclosed,,,,,,,,,"If planning to visit the site, please contact the site recorder via BCT (nbmp@bats.org.uk). For Metadata go to https://registry.nbnatlas.org/public/showDataResource/dr945",Accepted,HumanObservation,,Hibernation Survey,dr945,Bat Conservation Trust,dp57,BCT,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,SN,SN71,,,United Kingdom,Wales,,
4eaf5807-6985-4be7-b5c0-9229e877b68b,23720,OGL,Bat Conservation Trust,Rhinolophus hipposideros,"(Bechstein, 1800)",,Lesser Horseshoe Bat,NHMSYS0000080177,species,present,21/05/2014,21,05,2014,,,,,,SP11,51.833413,-1.78372,7071.1,,Undisclosed,,,,,,,,,For Metadata go to https://registry.nbnatlas.org/public/showDataResource/dr945,Accepted,HumanObservation,,Hibernation Survey,dr945,Bat Conservation Trust,dp57,BCT,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,SP,SP11,,,United Kingdom,England,,
4bcbdfb9-5cce-4cd3-812a-642ec9483385,9795,OGL,Bat Conservation Trust,Rhinolophus ferrumequinum,"(Schreber, 1774)",,Greater Horseshoe Bat,NHMSYS0000080176,species,present,16/05/1979,16,05,1979,,,,,,SN10,51.713143,-4.679273,7071.1,,Undisclosed,,,,,,,,,"If planning to visit the site, please contact the site recorder via BCT (nbmp@bats.org.uk). For Metadata go to https://registry.nbnatlas.org/public/showDataResource/dr945",Accepted,HumanObservation,,Hibernation Survey,dr945,Bat Conservation Trust,dp57,BCT,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,SN,SN10,,,United Kingdom,Wales,,
4a6c12c9-91d4-49ce-8916-e5e2ad9cc3b1,6819,OGL,Bat Conservation Trust,Rhinolophus ferrumequinum,"(Schreber, 1774)",,Greater Horseshoe Bat,NHMSYS0000080176,species,present,29/05/1978,29,05,1978,,,,,,SR99,51.616398,-4.962508,7071.1,,Undisclosed,,,,,,,,,"If planning to visit the site, please contact the site recorder via BCT (nbmp@bats.org.uk). For Metadata go to https://registry.nbnatlas.org/public/showDataResource/dr945",Accepted,HumanObservation,,Hibernation Survey,dr945,Bat Conservation Trust,dp57,BCT,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,SR,SR99,,,United Kingdom,Wales,,
49f140f8-6f8f-404b-9039-7f9892a0669c,6824,OGL,Bat Conservation Trust,Rhinolophus ferrumequinum,"(Schreber, 1774)",,Greater Horseshoe Bat,NHMSYS0000080176,species,present,17/05/1979,17,05,1979,,,,,,SR99,51.616398,-4.962508,7071.1,,Undisclosed,,,,,,,,,"If planning to visit the site, please contact the site recorder via BCT (nbmp@bats.org.uk). For Metadata go to https://registry.nbnatlas.org/public/showDataResource/dr945",Accepted,HumanObservation,,Hibernation Survey,dr945,Bat Conservation Trust,dp57,BCT,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,SR,SR99,,,United Kingdom,Wales,,
44831b74-625c-4481-acf0-665f00b2c6d1,8934,OGL,Bat Conservation Trust,Rhinolophus ferrumequinum,"(Schreber, 1774)",,Greater Horseshoe Bat,NHMSYS0000080176,species,present,22/05/1981,22,05,1981,,,,,,SM90,51.70619,-4.968375,7071.1,,Undisclosed,,,,,,,,,"If planning to visit the site, please contact the site recorder via BCT (nbmp@bats.org.uk). For Metadata go to https://registry.nbnatlas.org/public/showDataResource/dr945",Accepted,HumanObservation,,Hibernation Survey,dr945,Bat Conservation Trust,dp57,BCT,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,SM,SM90,,,United Kingdom,Wales,,
420d5e18-4a1d-442d-8770-7be2abc8944b,6815,OGL,Bat Conservation Trust,Rhinolophus ferrumequinum,"(Schreber, 1774)",,Greater Horseshoe Bat,NHMSYS0000080176,species,present,21/05/1978,21,05,1978,,,,,,SR99,51.616398,-4.962508,7071.1,,Undisclosed,,,,,,,,,"If planning to visit the site, please contact the site recorder via BCT (nbmp@bats.org.uk). For Metadata go to https://registry.nbnatlas.org/public/showDataResource/dr945",Accepted,HumanObservation,,Hibernation Survey,dr945,Bat Conservation Trust,dp57,BCT,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,SR,SR99,,,United Kingdom,Wales,,
4182d7a3-8a8d-4b56-ad18-a140157df242,6817,OGL,Bat Conservation Trust,Rhinolophus ferrumequinum,"(Schreber, 1774)",,Greater Horseshoe Bat,NHMSYS0000080176,species,present,25/05/1978,25,05,1978,,,,,,SR99,51.616398,-4.962508,7071.1,,Undisclosed,,,,,,,,,"If planning to visit the site, please contact the site recorder via BCT (nbmp@bats.org.uk). For Metadata go to https://registry.nbnatlas.org/public/showDataResource/dr945",Accepted,HumanObservation,,Hibernation Survey,dr945,Bat Conservation Trust,dp57,BCT,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,SR,SR99,,,United Kingdom,Wales,,
3dd7e345-7498-41b8-ab4f-50491135628c,9686,OGL,Bat Conservation Trust,Rhinolophus ferrumequinum,"(Schreber, 1774)",,Greater Horseshoe Bat,NHMSYS0000080176,species,present,04/05/1979,04,05,1979,,,,,,SS19,51.62333,-4.673976,7071.1,,Undisclosed,,,,,,,,,"If planning to visit the site, please contact the site recorder via BCT (nbmp@bats.org.uk). For Metadata go to https://registry.nbnatlas.org/public/showDataResource/dr945",Accepted,HumanObservation,,Hibernation Survey,dr945,Bat Conservation Trust,dp57,BCT,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,SS,SS19,,,United Kingdom,Wales,,
3cc18616-a654-4703-b1d9-b5d83f79eba0,6826,OGL,Bat Conservation Trust,Rhinolophus ferrumequinum,"(Schreber, 1774)",,Greater Horseshoe Bat,NHMSYS0000080176,species,present,28/05/1979,28,05,1979,,,,,,SR99,51.616398,-4.962508,7071.1,,Undisclosed,,,,,,,,,"If planning to visit the site, please contact the site recorder via BCT (nbmp@bats.org.uk). For Metadata go to https://registry.nbnatlas.org/public/showDataResource/dr945",Accepted,HumanObservation,,Hibernation Survey,dr945,Bat Conservation Trust,dp57,BCT,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,SR,SR99,,,United Kingdom,Wales,,
39557dcb-32b3-4148-8e73-ab467f6b29c6,6810,OGL,Bat Conservation Trust,Rhinolophus ferrumequinum,"(Schreber, 1774)",,Greater Horseshoe Bat,NHMSYS0000080176,species,present,05/05/1978,05,05,1978,,,,,,SR99,51.616398,-4.962508,7071.1,,Undisclosed,,,,,,,,,"If planning to visit the site, please contact the site recorder via BCT (nbmp@bats.org.uk). For Metadata go to https://registry.nbnatlas.org/public/showDataResource/dr945",Accepted,HumanObservation,,Hibernation Survey,dr945,Bat Conservation Trust,dp57,BCT,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,SR,SR99,,,United Kingdom,Wales,,
336a9da2-944c-4cf2-abca-68f249b66d93,8685,OGL,Bat Conservation Trust,Rhinolophus ferrumequinum,"(Schreber, 1774)",,Greater Horseshoe Bat,NHMSYS0000080176,species,present,24/05/1979,24,05,1979,,,,,,SM90,51.70619,-4.968375,7071.1,,Undisclosed,,,,,,,,,"If planning to visit the site, please contact the site recorder via BCT (nbmp@bats.org.uk). For Metadata go to https://registry.nbnatlas.org/public/showDataResource/dr945",Accepted,HumanObservation,,Hibernation Survey,dr945,Bat Conservation Trust,dp57,BCT,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,SM,SM90,,,United Kingdom,Wales,,
31a39b6d-b81f-4a9d-9635-fd7e50a98623,9732,OGL,Bat Conservation Trust,Plecotus auritus,"(Linnaeus, 1758)",,Brown Long-eared Bat,NBNSYS0000005102,species,present,09/05/1975,09,05,1975,,,,,,SN54,52.084307,-4.117593,7071.1,,Undisclosed,,,,,,,,,"If planning to visit the site, please contact the site recorder via BCT (nbmp@bats.org.uk). For Metadata go to https://registry.nbnatlas.org/public/showDataResource/dr945",Accepted,HumanObservation,,Hibernation Survey,dr945,Bat Conservation Trust,dp57,BCT,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Plecotus,SN,SN54,,,United Kingdom,Wales,,
2b114a03-49aa-4280-a656-d0408cc09d98,9564,OGL,Bat Conservation Trust,Rhinolophus hipposideros,"(Bechstein, 1800)",,Lesser Horseshoe Bat,NHMSYS0000080177,species,present,29/05/1977,29,05,1977,,,,,,SS59,51.635066,-4.096595,7071.1,,Undisclosed,,,,,,,,,"If planning to visit the site, please contact the site recorder via BCT (nbmp@bats.org.uk). For Metadata go to https://registry.nbnatlas.org/public/showDataResource/dr945",Accepted,HumanObservation,,Hibernation Survey,dr945,Bat Conservation Trust,dp57,BCT,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,SS,SS59,,,United Kingdom,Wales,,
24f32c36-8597-4e5d-a947-2d02acf9cf84,6832,OGL,Bat Conservation Trust,Rhinolophus ferrumequinum,"(Schreber, 1774)",,Greater Horseshoe Bat,NHMSYS0000080176,species,present,27/05/1975,27,05,1975,,,,,,SW75,50.351815,-5.164214,7071.1,,Undisclosed,,,,,,,,,"If planning to visit the site, please contact the site recorder via BCT (nbmp@bats.org.uk). For Metadata go to https://registry.nbnatlas.org/public/showDataResource/dr945",Accepted,HumanObservation,,Hibernation Survey,dr945,Bat Conservation Trust,dp57,BCT,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,SW,SW75,,,United Kingdom,England,,
1d19872f-470e-4d8b-98c1-633a3dec493c,9015,OGL,Bat Conservation Trust,Rhinolophus ferrumequinum,"(Schreber, 1774)",,Greater Horseshoe Bat,NHMSYS0000080176,species,present,22/05/1981,22,05,1981,,,,,,SM90,51.70619,-4.968375,7071.1,,Undisclosed,,,,,,,,,"If planning to visit the site, please contact the site recorder via BCT (nbmp@bats.org.uk). For Metadata go to https://registry.nbnatlas.org/public/showDataResource/dr945",Accepted,HumanObservation,,Hibernation Survey,dr945,Bat Conservation Trust,dp57,BCT,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,SM,SM90,,,United Kingdom,Wales,,
1532cb49-12d5-44fe-bef0-1e448ec33037,9706,OGL,Bat Conservation Trust,Pipistrellus pipistrellus,"(Schreber, 1774)",sensu lato,Pipistrelle,NHMSYS0020001356,species aggregate,present,22/05/1994,22,05,1994,,,,,,SN34,52.078705,-4.409217,7071.1,,Undisclosed,,,,,,,,,"If planning to visit the site, please contact the site recorder via BCT (nbmp@bats.org.uk). For Metadata go to https://registry.nbnatlas.org/public/showDataResource/dr945",Accepted,HumanObservation,,Hibernation Survey,dr945,Bat Conservation Trust,dp57,BCT,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,SN,SN34,,,United Kingdom,Wales,,
0a4ac708-9a6c-4f1b-920e-ba594669d1ac,9008,OGL,Bat Conservation Trust,Rhinolophus ferrumequinum,"(Schreber, 1774)",,Greater Horseshoe Bat,NHMSYS0000080176,species,present,15/05/1979,15,05,1979,,,,,,SM90,51.70619,-4.968375,7071.1,,Undisclosed,,,,,,,,,"If planning to visit the site, please contact the site recorder via BCT (nbmp@bats.org.uk). For Metadata go to https://registry.nbnatlas.org/public/showDataResource/dr945",Accepted,HumanObservation,,Hibernation Survey,dr945,Bat Conservation Trust,dp57,BCT,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,SM,SM90,,,United Kingdom,Wales,,
04278fda-ebe4-43e4-b2e0-2400a32f7d59,9784,OGL,Bat Conservation Trust,Rhinolophus ferrumequinum,"(Schreber, 1774)",,Greater Horseshoe Bat,NHMSYS0000080176,species,present,30/05/1975,30,05,1975,,,,,,SW97,50.538755,-4.894415,7071.1,,Undisclosed,,,,,,,,,"If planning to visit the site, please contact the site recorder via BCT (nbmp@bats.org.uk). For Metadata go to https://registry.nbnatlas.org/public/showDataResource/dr945",Accepted,HumanObservation,,Hibernation Survey,dr945,Bat Conservation Trust,dp57,BCT,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,SW,SW97,,,United Kingdom,England,,
0244f103-d580-456c-a7b8-9f12fc027ea5,9402,OGL,Bat Conservation Trust,Rhinolophus hipposideros,"(Bechstein, 1800)",,Lesser Horseshoe Bat,NHMSYS0000080177,species,present,09/05/1999,09,05,1999,,,,,,SS49,51.632398,-4.240976,7071.1,,Undisclosed,,,,,,,,,"If planning to visit the site, please contact the site recorder via BCT (nbmp@bats.org.uk). For Metadata go to https://registry.nbnatlas.org/public/showDataResource/dr945",Accepted,HumanObservation,,Hibernation Survey,dr945,Bat Conservation Trust,dp57,BCT,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,SS,SS49,,,United Kingdom,Wales,,
ef5b4140-a1e4-42ff-a6d4-2dc584affaae,6289,OGL,Bat Conservation Trust,Rhinolophus ferrumequinum,"(Schreber, 1774)",,Greater Horseshoe Bat,NHMSYS0000080176,species,present,24/07/1994,24,07,1994,,,,,,SR99,51.616398,-4.962508,7071.1,,Undisclosed,,,,,,,,,"If planning to visit the site, please contact the site recorder via BCT (nbmp@bats.org.uk). For Metadata go to https://registry.nbnatlas.org/public/showDataResource/dr945",Accepted,HumanObservation,,Hibernation Survey,dr945,Bat Conservation Trust,dp57,BCT,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,SR,SR99,,,United Kingdom,Wales,,
ca5f7c6a-1ea2-443d-87ed-15e7f57ab8c7,9658,OGL,Bat Conservation Trust,Myotis nattereri,"(Kuhl, 1817)",,Natterer's Bat,NHMSYS0000080184,species,present,27/07/1975,27,07,1975,,,,,,SN02,51.889356,-4.83509,7071.1,,Undisclosed,,,,,,,,,"If planning to visit the site, please contact the site recorder via BCT (nbmp@bats.org.uk). For Metadata go to https://registry.nbnatlas.org/public/showDataResource/dr945",Accepted,HumanObservation,,Hibernation Survey,dr945,Bat Conservation Trust,dp57,BCT,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,SN,SN02,,,United Kingdom,Wales,,
bf27f782-783a-4fad-b85b-5716c2e14acc,9736,OGL,Bat Conservation Trust,Myotis mystacinus/brandtii,,,Whiskered/Brandt's Bat,NHMSYS0000528030,species aggregate,present,10/07/1998,10,07,1998,,,,,,SN03,51.979153,-4.84076,7071.1,,Undisclosed,,,,,,,,,"If planning to visit the site, please contact the site recorder via BCT (nbmp@bats.org.uk). For Metadata go to https://registry.nbnatlas.org/public/showDataResource/dr945",Accepted,HumanObservation,,Hibernation Survey,dr945,Bat Conservation Trust,dp57,BCT,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,SN,SN03,,,United Kingdom,Wales,,
be55349f-6851-4b66-928d-b45fb37edbfa,9668,OGL,Bat Conservation Trust,Rhinolophus ferrumequinum,"(Schreber, 1774)",,Greater Horseshoe Bat,NHMSYS0000080176,species,present,01/07/1979,01,07,1979,,,,,,SN02,51.889356,-4.83509,7071.1,,Undisclosed,,,,,,,,,"If planning to visit the site, please contact the site recorder via BCT (nbmp@bats.org.uk). For Metadata go to https://registry.nbnatlas.org/public/showDataResource/dr945",Accepted,HumanObservation,,Hibernation Survey,dr945,Bat Conservation Trust,dp57,BCT,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,SN,SN02,,,United Kingdom,Wales,,
b2c15248-8226-4184-a6ee-e2b5fc2a23b7,9669,OGL,Bat Conservation Trust,Rhinolophus ferrumequinum,"(Schreber, 1774)",,Greater Horseshoe Bat,NHMSYS0000080176,species,present,08/07/1979,08,07,1979,,,,,,SN02,51.889356,-4.83509,7071.1,,Undisclosed,,,,,,,,,"If planning to visit the site, please contact the site recorder via BCT (nbmp@bats.org.uk). For Metadata go to https://registry.nbnatlas.org/public/showDataResource/dr945",Accepted,HumanObservation,,Hibernation Survey,dr945,Bat Conservation Trust,dp57,BCT,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,SN,SN02,,,United Kingdom,Wales,,
959b9f91-3301-4449-9902-0eb5812abf80,9640,OGL,Bat Conservation Trust,Plecotus auritus,"(Linnaeus, 1758)",,Brown Long-eared Bat,NBNSYS0000005102,species,present,09/07/1997,09,07,1997,,,,,,SN01,51.799557,-4.82945,7071.1,,Undisclosed,,,,,,,,,"If planning to visit the site, please contact the site recorder via BCT (nbmp@bats.org.uk). For Metadata go to https://registry.nbnatlas.org/public/showDataResource/dr945",Accepted,HumanObservation,,Hibernation Survey,dr945,Bat Conservation Trust,dp57,BCT,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Plecotus,SN,SN01,,,United Kingdom,Wales,,
82bbce9f-4da7-42a6-9deb-8543b6375173,9055,OGL,Bat Conservation Trust,Rhinolophus ferrumequinum,"(Schreber, 1774)",,Greater Horseshoe Bat,NHMSYS0000080176,species,present,05/07/1979,05,07,1979,,,,,,SM90,51.70619,-4.968375,7071.1,,Undisclosed,,,,,,,,,"If planning to visit the site, please contact the site recorder via BCT (nbmp@bats.org.uk). For Metadata go to https://registry.nbnatlas.org/public/showDataResource/dr945",Accepted,HumanObservation,,Hibernation Survey,dr945,Bat Conservation Trust,dp57,BCT,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,SM,SM90,,,United Kingdom,Wales,,
6a51ed59-f488-4047-833d-b72190029996,9733,OGL,Bat Conservation Trust,Rhinolophus ferrumequinum,"(Schreber, 1774)",,Greater Horseshoe Bat,NHMSYS0000080176,species,present,10/07/1998,10,07,1998,,,,,,SN03,51.979153,-4.84076,7071.1,,Undisclosed,,,,,,,,,"If planning to visit the site, please contact the site recorder via BCT (nbmp@bats.org.uk). For Metadata go to https://registry.nbnatlas.org/public/showDataResource/dr945",Accepted,HumanObservation,,Hibernation Survey,dr945,Bat Conservation Trust,dp57,BCT,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,SN,SN03,,,United Kingdom,Wales,,
