"Data Source","World Development Indicators",

"Last Updated Date","2025-04-15",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Central Europe and the Baltics","CEB","Survey mean consumption or income per capita, bottom 40% of population (2017 PPP $ per day)","SI.SPR.PC40","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Central Europe and the Baltics","CEB","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Central Europe and the Baltics","CEB","Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population)","SI.POV.UMIC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Central Europe and the Baltics","CEB","Poverty headcount ratio at national poverty lines (% of population)","SI.POV.NAHC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Central Europe and the Baltics","CEB","Poverty gap at $3.65 a day (2017 PPP) (%)","SI.POV.LMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Central Europe and the Baltics","CEB","Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population)","SI.POV.LMIC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Central Europe and the Baltics","CEB","Gini index","SI.POV.GINI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Central Europe and the Baltics","CEB","Poverty gap at $2.15 a day (2017 PPP) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Central Europe and the Baltics","CEB","Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population)","SI.POV.DDAY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Central Europe and the Baltics","CEB","Income share held by lowest 20%","SI.DST.FRST.20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Central Europe and the Baltics","CEB","Income share held by lowest 10%","SI.DST.FRST.10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Central Europe and the Baltics","CEB","Proportion of people living below 50 percent of median income (%)","SI.DST.50MD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Central Europe and the Baltics","CEB","Income share held by highest 10%","SI.DST.10TH.10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Central Europe and the Baltics","CEB","Income share held by highest 20%","SI.DST.05TH.20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Central Europe and the Baltics","CEB","Income share held by fourth 20%","SI.DST.04TH.20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Central Europe and the Baltics","CEB","Income share held by third 20%","SI.DST.03RD.20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Central Europe and the Baltics","CEB","Income share held by second 20%","SI.DST.02ND.20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Central Europe and the Baltics","CEB","Population living in slums (% of urban population)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Switzerland","CHE","Annualized average growth rate in per capita real survey mean consumption or income, total population (%)","SI.SPR.PCAP.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.71","","","","",
"Switzerland","CHE","Survey mean consumption or income per capita, total population (2017 PPP $ per day)","SI.SPR.PCAP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","77.36","","","","","80.14","","","","",
"Switzerland","CHE","Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)","SI.SPR.PC40.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.14","","","","",
"Switzerland","CHE","Survey mean consumption or income per capita, bottom 40% of population (2017 PPP $ per day)","SI.SPR.PC40","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39.3","","","","","39.56","","","","",
"Switzerland","CHE","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","0.7","","","","","","","","","","0.7","","","","","","","","0.2","","0","","0.2","","0.2","0.1","0.1","0.1","0.1","0","0","0","0.1","0","0.1","0","0.1","0","0.1","","","","",
"Switzerland","CHE","Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population)","SI.POV.UMIC","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","1.2","","","","","","","","0.5","","0.2","","0.5","","0.4","0.4","0.3","0.2","0.4","0.1","0","0.1","0.1","0.1","0.1","0.1","0.2","0.2","0.1","","","","",
"Switzerland","CHE","Poverty headcount ratio at national poverty lines (% of population)","SI.POV.NAHC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15","15.7","15.6","15","15","15.9","14.5","13.8","15.6","14.7","15.5","14.6","16","15.5","14.7","15.8","","","",
"Switzerland","CHE","Poverty gap at $3.65 a day (2017 PPP) (%)","SI.POV.LMIC.GP","","","","","","","","","","","","","","","","","","","","","","","0.6","","","","","","","","","","0.5","","","","","","","","0.1","","0","","0.1","","0.1","0","0.1","0","0","0","0","0","0","0","0","0","0","0","0","","","","",
"Switzerland","CHE","Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population)","SI.POV.LMIC","","","","","","","","","","","","","","","","","","","","","","","0.7","","","","","","","","","","0.7","","","","","","","","0.2","","0","","0.2","","0.2","0.1","0.1","0.1","0.1","0","0","0","0","0","0.1","0","0","0","0.1","","","","",
"Switzerland","CHE","Gini index","SI.POV.GINI","","","","","","","","","","","","","","","","","","","","","","","36","","","","","","","","","","33.9","","","","","","","","33.4","","31.7","","31.6","","33.9","34.3","33.8","32.9","32.6","31.7","31.6","32.5","32.5","32.3","33","32.7","33.1","34","33.7","","","","",
"Switzerland","CHE","Poverty gap at $2.15 a day (2017 PPP) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","0.5","","","","","","","","","","0.4","","","","","","","","0","","0","","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","",
"Switzerland","CHE","Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population)","SI.POV.DDAY","","","","","","","","","","","","","","","","","","","","","","","0.7","","","","","","","","","","0.5","","","","","","","","0","","0","","0","","0","0","0.1","0","0","0","0","0","0","0","0","0","0","0","0","","","","",
"Switzerland","CHE","Income share held by lowest 20%","SI.DST.FRST.20","","","","","","","","","","","","","","","","","","","","","","","7.5","","","","","","","","","","7.6","","","","","","","","7.9","","8.2","","8.2","","7.4","7.4","7.5","7.8","7.8","7.9","8.1","7.9","7.8","7.8","7.7","7.7","7.5","7.4","7.5","","","","",
"Switzerland","CHE","Income share held by lowest 10%","SI.DST.FRST.10","","","","","","","","","","","","","","","","","","","","","","","3","","","","","","","","","","2.9","","","","","","","","3.2","","3.4","","3.4","","2.9","2.9","3","3.1","3.1","3.2","3.3","3.3","3.2","3.2","3","3.1","3","2.9","3","","","","",
"Switzerland","CHE","Proportion of people living below 50 percent of median income (%)","SI.DST.50MD","","","","","","","","","","","","","","","","","","","","","","","9.2","","","","","","","","","","10","","","","","","","","9.2","","9.5","","8.7","","11.2","11.3","11.3","10","11","10.4","9.5","10","10.4","10.9","11.1","10.9","11.2","11.1","10.4","","","","",
"Switzerland","CHE","Income share held by highest 10%","SI.DST.10TH.10","","","","","","","","","","","","","","","","","","","","","","","28.2","","","","","","","","","","26","","","","","","","","25.5","","23.7","","23.6","","26","26.7","26.3","25.6","25.4","24.6","25","25.5","25.5","25.2","25.8","25.5","25.8","26.6","26.4","","","","",
"Switzerland","CHE","Income share held by highest 20%","SI.DST.05TH.20","","","","","","","","","","","","","","","","","","","","","","","43.2","","","","","","","","","","41","","","","","","","","40.9","","39.3","","39.2","","41.4","41.8","41.3","40.6","40.4","39.7","39.8","40.5","40.5","40.2","40.8","40.6","40.8","41.6","41.5","","","","",
"Switzerland","CHE","Income share held by fourth 20%","SI.DST.04TH.20","","","","","","","","","","","","","","","","","","","","","","","22","","","","","","","","","","22.7","","","","","","","","22.7","","23.3","","23.4","","22.7","22.5","22.6","22.7","22.6","22.7","22.5","22.5","22.5","22.6","22.5","22.4","22.5","22.3","22.3","","","","",
"Switzerland","CHE","Income share held by third 20%","SI.DST.03RD.20","","","","","","","","","","","","","","","","","","","","","","","15.7","","","","","","","","","","16.5","","","","","","","","16.3","","16.8","","16.7","","16.5","16.4","16.5","16.6","16.8","17","16.8","16.6","16.6","16.8","16.6","16.7","16.8","16.4","16.5","","","","",
"Switzerland","CHE","Income share held by second 20%","SI.DST.02ND.20","","","","","","","","","","","","","","","","","","","","","","","11.6","","","","","","","","","","12.2","","","","","","","","12.2","","12.4","","12.5","","12","12","12","12.3","12.5","12.6","12.7","12.4","12.5","12.5","12.4","12.5","12.4","12.2","12.2","","","","",
"Switzerland","CHE","Population living in slums (% of urban population)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Channel Islands","CHI","Annualized average growth rate in per capita real survey mean consumption or income, total population (%)","SI.SPR.PCAP.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Channel Islands","CHI","Survey mean consumption or income per capita, total population (2017 PPP $ per day)","SI.SPR.PCAP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Channel Islands","CHI","Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)","SI.SPR.PC40.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Channel Islands","CHI","Survey mean consumption or income per capita, bottom 40% of population (2017 PPP $ per day)","SI.SPR.PC40","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Channel Islands","CHI","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Channel Islands","CHI","Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population)","SI.POV.UMIC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Channel Islands","CHI","Poverty headcount ratio at national poverty lines (% of population)","SI.POV.NAHC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Channel Islands","CHI","Poverty gap at $3.65 a day (2017 PPP) (%)","SI.POV.LMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Channel Islands","CHI","Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population)","SI.POV.LMIC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Channel Islands","CHI","Gini index","SI.POV.GINI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Channel Islands","CHI","Poverty gap at $2.15 a day (2017 PPP) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Channel Islands","CHI","Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population)","SI.POV.DDAY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Channel Islands","CHI","Income share held by lowest 20%","SI.DST.FRST.20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Channel Islands","CHI","Income share held by lowest 10%","SI.DST.FRST.10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Channel Islands","CHI","Proportion of people living below 50 percent of median income (%)","SI.DST.50MD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Channel Islands","CHI","Income share held by highest 10%","SI.DST.10TH.10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Channel Islands","CHI","Income share held by highest 20%","SI.DST.05TH.20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Channel Islands","CHI","Income share held by fourth 20%","SI.DST.04TH.20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Channel Islands","CHI","Income share held by third 20%","SI.DST.03RD.20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Channel Islands","CHI","Income share held by second 20%","SI.DST.02ND.20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Channel Islands","CHI","Population living in slums (% of urban population)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Annualized average growth rate in per capita real survey mean consumption or income, total population (%)","SI.SPR.PCAP.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.17","","",
"Chile","CHL","Survey mean consumption or income per capita, total population (2017 PPP $ per day)","SI.SPR.PCAP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.76","","","","","28.68","","",
"Chile","CHL","Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)","SI.SPR.PC40.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.14","","",
"Chile","CHL","Survey mean consumption or income per capita, bottom 40% of population (2017 PPP $ per day)","SI.SPR.PC40","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.69","","","","","11.32","","",
"Chile","CHL","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.6","","","25.7","","21.1","","19.8","","16.4","","15.3","","16.6","","","16","","","9.5","","","7.5","","5.9","","3.3","","2.5","","1.9","","","3.4","","1.3","","",
"Chile","CHL","Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population)","SI.POV.UMIC","","","","","","","","","","","","","","","","","","","","","","","","","","","","62.1","","","56","","50.7","","47.1","","41.4","","38.9","","41.4","","","40.6","","","29.1","","","24.4","","20.9","","12.5","","9.7","","7.5","","","9.9","","4.7","","",
"Chile","CHL","Poverty headcount ratio at national poverty lines (% of population)","SI.POV.NAHC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36","","","35.4","","","29.1","","","25.3","","22.2","","14.4","","11.7","","8.6","","","10.8","","6.5","","",
"Chile","CHL","Poverty gap at $3.65 a day (2017 PPP) (%)","SI.POV.LMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.4","","","10","","6.9","","6.7","","5.1","","4.9","","5.6","","","5.2","","","2.2","","","1.7","","1.1","","0.6","","0.5","","0.4","","","1.3","","0.4","","",
"Chile","CHL","Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population)","SI.POV.LMIC","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.8","","","28.1","","21.6","","20.2","","16.2","","14.9","","16","","","15.3","","","7.6","","","5.5","","3.9","","2","","1.5","","1","","","2.7","","0.9","","",
"Chile","CHL","Gini index","SI.POV.GINI","","","","","","","","","","","","","","","","","","","","","","","","","","","","56.2","","","57.2","","54.8","","56.4","","54.9","","55.5","","52.8","","","51.5","","","47.7","","","47.4","","46.9","","46.8","","45.3","","45.3","","","47","","43","","",
"Chile","CHL","Poverty gap at $2.15 a day (2017 PPP) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.1","","","3.5","","2","","2.3","","1.6","","1.6","","2.1","","","2","","","0.6","","","0.6","","0.3","","0.2","","0.2","","0.2","","","0.8","","0.2","","",
"Chile","CHL","Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population)","SI.POV.DDAY","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.4","","","10.7","","6.7","","6.8","","4.7","","4.6","","5.8","","","5.3","","","2","","","1.7","","0.9","","0.5","","0.4","","0.4","","","1.3","","0.4","","",
"Chile","CHL","Income share held by lowest 20%","SI.DST.FRST.20","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.4","","","3.4","","3.9","","3.5","","3.7","","3.5","","3.8","","","4","","","4.9","","","5.1","","5.2","","5.4","","5.6","","5.6","","","4.9","","5.9","","",
"Chile","CHL","Income share held by lowest 10%","SI.DST.FRST.10","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.2","","","1.2","","1.4","","1.2","","1.3","","1.3","","1.3","","","1.4","","","1.8","","","1.9","","2","","2.1","","2.2","","2.2","","","1.7","","2.3","","",
"Chile","CHL","Proportion of people living below 50 percent of median income (%)","SI.DST.50MD","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.8","","","20.3","","18.7","","20.3","","19.6","","20.5","","19.3","","","19.5","","","16.6","","","15.2","","14.7","","14","","13.9","","13.9","","","15.5","","13.8","","",
"Chile","CHL","Income share held by highest 10%","SI.DST.10TH.10","","","","","","","","","","","","","","","","","","","","","","","","","","","","45.4","","","47","","45.2","","45.9","","44.4","","45","","42.6","","","41.4","","","38.2","","","38.4","","38","","38.2","","36.8","","36.9","","","37.3","","34.5","","",
"Chile","CHL","Income share held by highest 20%","SI.DST.05TH.20","","","","","","","","","","","","","","","","","","","","","","","","","","","","61.4","","","62.5","","60.1","","61.5","","60.1","","60.7","","58","","","56.8","","","53.8","","","53.8","","53.4","","53.6","","52.1","","52","","","53.3","","49.9","","",
"Chile","CHL","Income share held by fourth 20%","SI.DST.04TH.20","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.9","","","17.3","","17.9","","17.7","","18.2","","18","","18.7","","","19.1","","","19.6","","","19.3","","19.4","","19.2","","19.6","","19.6","","","19.7","","20.3","","",
"Chile","CHL","Income share held by third 20%","SI.DST.03RD.20","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.6","","","10.3","","11","","10.6","","11","","10.9","","11.8","","","12.2","","","12.9","","","12.9","","12.9","","12.9","","13.3","","13.3","","","13.1","","14","","",
"Chile","CHL","Income share held by second 20%","SI.DST.02ND.20","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.7","","","6.6","","7.2","","6.7","","7.1","","6.9","","7.7","","","7.9","","","8.8","","","8.9","","9.1","","9","","9.4","","9.4","","","9.1","","9.9","","",
"Chile","CHL","Population living in slums (% of urban population)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.616","","10.97","","7.324","","7.3","","7.3","","","","","","","","","","","","","","","","",
"China","CHN","Annualized average growth rate in per capita real survey mean consumption or income, total population (%)","SI.SPR.PCAP.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.01","","","","",
"China","CHN","Survey mean consumption or income per capita, total population (2017 PPP $ per day)","SI.SPR.PCAP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.19","","","","","13.62","","","","",
"China","CHN","Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)","SI.SPR.PC40.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.42","","","","",
"China","CHN","Survey mean consumption or income per capita, bottom 40% of population (2017 PPP $ per day)","SI.SPR.PC40","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.78","","","","","6.22","","","","",
"China","CHN","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72.8","","","69.3","","","61.1","","","58.5","","","51","","","40.8","","","34.2","","29.3","25.8","22.9","17","14.5","12.2","10.5","9.6","7.9","6.3","5.9","3.5","","","",
"China","CHN","Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population)","SI.POV.UMIC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99","","","98.1","","","95.5","","","93.1","","","87.1","","","78.6","","","69.3","","62.3","58.7","54","47.1","42.1","37.7","34.1","31.9","27.9","24.6","24.8","17","","","",
"China","CHN","Poverty headcount ratio at national poverty lines (% of population)","SI.POV.NAHC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49.8","","","","","30.2","","","","","17.2","12.7","10.2","8.5","7.2","5.7","4.5","3.1","1.7","0.6","0","","","","",
"China","CHN","Poverty gap at $3.65 a day (2017 PPP) (%)","SI.POV.LMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51.5","","","47","","","36.2","","","34.6","","","28.2","","","18.6","","","14.9","","11.7","9.1","7.6","3.7","2.9","1.9","1.4","1.1","0.7","0.2","0","0","","","",
"China","CHN","Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population)","SI.POV.LMIC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","92.7","","","88.1","","","78.1","","","73.3","","","62.6","","","49.1","","","40.1","","33.5","28.3","24.3","15.8","12.9","9.9","7.8","6.9","4.9","2.5","1","0","","","",
"China","CHN","Gini index","SI.POV.GINI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.2","","","33.9","","","35.2","","","38.7","","","42","","","40.9","","","43","","43.7","42.4","42.2","39.7","39.2","38.6","38.5","39.1","38.5","38.2","37.1","35.7","","","",
"China","CHN","Poverty gap at $2.15 a day (2017 PPP) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.3","","","24.7","","","15.9","","","15.9","","","12.3","","","6.1","","","4.8","","3.4","2.3","1.8","0.3","0.2","0","0","0","0","0","0","0","","","",
"China","CHN","Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population)","SI.POV.DDAY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72","","","65.6","","","48.2","","","46.1","","","36.9","","","22.3","","","17.3","","13.4","10","8.3","2.7","1.7","0.6","0.1","0","0","0","0","0","","","",
"China","CHN","Income share held by lowest 20%","SI.DST.FRST.20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.3","","","7.9","","","7.4","","","6.5","","","5.7","","","5.9","","","5.2","","5.1","5.4","5.3","6.2","6.2","6.4","6.5","6.4","6.5","6.7","7.2","7.4","","","",
"China","CHN","Income share held by lowest 10%","SI.DST.FRST.10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.5","","","3.3","","","3.1","","","2.7","","","2.3","","","2.4","","","2.1","","2","2.1","2.1","2.5","2.5","2.6","2.7","2.6","2.7","2.8","3.1","3.2","","","",
"China","CHN","Proportion of people living below 50 percent of median income (%)","SI.DST.50MD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.9","","","9.4","","","11.8","","","14.1","","","17.1","","","16.1","","","19","","19.5","18.1","18.5","15.4","15.6","15.1","14.8","15.1","14.8","13.8","11.9","11.6","","","",
"China","CHN","Income share held by highest 10%","SI.DST.10TH.10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.8","","","26.6","","","27.3","","","29.4","","","31.4","","","30.9","","","32","","32.6","31.8","31.5","30.3","29.7","29.4","29.3","29.9","29.4","29.5","29.4","28.2","","","",
"China","CHN","Income share held by highest 20%","SI.DST.05TH.20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40.8","","","42.2","","","42.9","","","45.6","","","47.9","","","47.1","","","48.4","","49","48.1","47.8","46.3","45.8","45.4","45.3","45.9","45.4","45.3","44.7","43.6","","","",
"China","CHN","Income share held by fourth 20%","SI.DST.04TH.20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.1","","","22.1","","","22.4","","","22.3","","","22.4","","","22.3","","","22.5","","22.3","22.3","22.4","22.1","22.3","22.3","22.2","22.1","22.2","22","21.7","21.9","","","",
"China","CHN","Income share held by third 20%","SI.DST.03RD.20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.4","","","15.9","","","15.9","","","15.1","","","14.4","","","14.7","","","14.5","","14.3","14.6","14.7","15","15.2","15.3","15.3","15.1","15.3","15.2","15.3","15.7","","","",
"China","CHN","Income share held by second 20%","SI.DST.02ND.20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.4","","","12","","","11.5","","","10.5","","","9.6","","","10","","","9.4","","9.2","9.6","9.7","10.3","10.5","10.6","10.7","10.5","10.7","10.7","11","11.4","","","",
"China","CHN","Population living in slums (% of urban population)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cote d'Ivoire","CIV","Annualized average growth rate in per capita real survey mean consumption or income, total population (%)","SI.SPR.PCAP.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.67","","","",
