,Name,value,Year,Type
23364,Shai,1147.0,2013,Rank
23365,Shakeel,1706.0,2013,Rank
23366,Shane,359.0,2013,Rank
23367,Sharif,3822.0,2013,Rank
23368,Shaun,489.0,2013,Rank
23369,Shawn,1294.0,2013,Rank
23370,Shay,247.0,2013,Rank
23371,Shayan,560.0,2013,Rank
23372,Shayne,1339.0,2013,Rank
23373,Shea,684.0,2013,Rank
23374,Sheikh,837.0,2013,Rank
23375,Sheldon,1086.0,2013,Rank
23376,Shiloh,1147.0,2013,Rank
23377,Shimon,1294.0,2013,Rank
23378,Shiv,850.0,2013,Rank
23379,Shivam,1247.0,2013,Rank
23380,Shlomo,2055.0,2013,Rank
23381,Shmuel,1706.0,2013,Rank
23382,Shoaib,1404.0,2013,Rank
23383,Shuaib,1462.0,2013,Rank
23384,Shyam,2660.0,2013,Rank
23385,Sid,850.0,2013,Rank
23386,Sidney,233.0,2013,Rank
23387,Silas,931.0,2013,Rank
23388,Simeon,804.0,2013,Rank
23389,Simon,295.0,2013,Rank
23390,Sinan,1920.0,2013,Rank
23391,Sion,788.0,2013,Rank
23392,Siraj,2954.0,2013,Rank
23393,Sohaib,2954.0,2013,Rank
23394,Sohail,1706.0,2013,Rank
23395,Sol,1044.0,2013,Rank
23396,Solomon,338.0,2013,Rank
23397,Sonnie,954.0,2013,Rank
23398,Sonny,100.0,2013,Rank
23399,Spencer,160.0,2013,Rank
23400,Spike,1339.0,2013,Rank
23401,Stan,1920.0,2013,Rank
23402,Stanley,70.0,2013,Rank
23403,Stefan,382.0,2013,Rank
23404,Stefano,2055.0,2013,Rank
23405,Steffan,882.0,2013,Rank
23406,Stephan,1796.0,2013,Rank
23407,Stephen,280.0,2013,Rank
23408,Steve,3315.0,2013,Rank
23409,Steven,388.0,2013,Rank
23410,Stevie,1247.0,2013,Rank
23411,Stewart,2403.0,2013,Rank
23412,Storm,2660.0,2013,Rank
23413,Stuart,1183.0,2013,Rank
23414,Subhaan,730.0,2013,Rank
23415,Subhan,434.0,2013,Rank
23416,Sufian,1920.0,2013,Rank
23417,Sufyaan,1116.0,2013,Rank
23418,Sufyan,692.0,2013,Rank
23419,Suhaib,1706.0,2013,Rank
23420,Sulaiman,524.0,2013,Rank
23421,Sulayman,1024.0,2013,Rank
23422,Suleiman,1462.0,2013,Rank
23423,Suleman,1617.0,2013,Rank
23424,Sullivan,730.0,2013,Rank
23425,Sultan,1086.0,2013,Rank
23426,Sunny,1147.0,2013,Rank
23427,Suraj,3822.0,2013,Rank
23428,Sydney,882.0,2013,Rank
23429,Syed,156.0,2013,Rank
23430,Tadhg,1339.0,2013,Rank
23431,Taha,570.0,2013,Rank
23432,Tahir,2055.0,2013,Rank
23433,Tahmid,1706.0,2013,Rank
23434,Tai,1462.0,2013,Rank
23435,Talha,596.0,2013,Rank
23436,Taliesin,2055.0,2013,Rank
23437,Tameem,2954.0,2013,Rank
23438,Tanveer,2216.0,2013,Rank
23439,Taran,709.0,2013,Rank
23440,Tariq,1086.0,2013,Rank
23441,Tate,310.0,2013,Rank
23442,Taylor,118.0,2013,Rank
23443,Tayyab,1920.0,2013,Rank
23444,Ted,179.0,2013,Rank
23445,Teddy,86.0,2013,Rank
23446,Teejay,1706.0,2013,Rank
23447,Tejas,2403.0,2013,Rank
23448,Terence,882.0,2013,Rank
23449,Terrence,2403.0,2013,Rank
23450,Terry,1116.0,2013,Rank
23451,Theo,41.0,2013,Rank
23452,Theodor,1339.0,2013,Rank
23453,Theodore,78.0,2013,Rank
23454,Thierry,1294.0,2013,Rank
23455,Thomas,6.0,2013,Rank
23456,Tiago,666.0,2013,Rank
23457,Tiernan,2216.0,2013,Rank
23458,Tim,1617.0,2013,Rank
23459,Timothy,299.0,2013,Rank
23460,Timur,1294.0,2013,Rank
23461,Titus,2055.0,2013,Rank
23462,Tobi,1339.0,2013,Rank
23463,Tobias,125.0,2013,Rank
23464,Tobie,1183.0,2013,Rank
23465,Tobin,1796.0,2013,Rank
23466,Toby,44.0,2013,Rank
23467,Todd,1001.0,2013,Rank
23468,Tom,218.0,2013,Rank
23469,Tomas,301.0,2013,Rank
23470,Tomasz,647.0,2013,Rank
23471,Tommi,2055.0,2013,Rank
23472,Tommie,637.0,2013,Rank
23473,Tommy,52.0,2013,Rank
23474,Tommy-Lee,520.0,2013,Rank
23475,Tomos,396.0,2013,Rank
23476,Tony,692.0,2013,Rank
23477,Tor,3315.0,2013,Rank
23478,Torin,976.0,2013,Rank
23479,Travis,264.0,2013,Rank
23480,Trent,1339.0,2013,Rank
23481,Trevor,2403.0,2013,Rank
23482,Trey,570.0,2013,Rank
23483,Tristan,138.0,2013,Rank
23484,Troy,329.0,2013,Rank
23485,Trystan,850.0,2013,Rank
23486,Ty,762.0,2013,Rank
23487,Tye,1086.0,2013,Rank
23488,Tyler,37.0,2013,Rank
23489,Tyrell,1339.0,2013,Rank
23490,Tyrone,1024.0,2013,Rank
23491,Tyson,882.0,2013,Rank
23492,Ubaid,1294.0,2013,Rank
23493,Umair,783.0,2013,Rank
23494,Umar,268.0,2013,Rank
23495,Umut,1462.0,2013,Rank
23496,Usmaan,2660.0,2013,Rank
23497,Usman,504.0,2013,Rank
23498,Uwais,2403.0,2013,Rank
23499,Uzair,546.0,2013,Rank
23500,Uzayr,2403.0,2013,Rank
23501,Varun,1404.0,2013,Rank
23502,Vaughn,1920.0,2013,Rank
23503,Victor,241.0,2013,Rank
23504,Vikram,2403.0,2013,Rank
23505,Vincent,163.0,2013,Rank
23506,Vincenzo,1247.0,2013,Rank
23507,Vinny,581.0,2013,Rank
23508,Viraj,1183.0,2013,Rank
23509,Wade,954.0,2013,Rank
23510,Waleed,1116.0,2013,Rank
23511,Walid,2055.0,2013,Rank
23512,Walter,596.0,2013,Rank
23513,Warren,508.0,2013,Rank
23514,Waseem,2055.0,2013,Rank
23515,Wayne,1183.0,2013,Rank
23516,Wesley,655.0,2013,Rank
23517,Wil,1539.0,2013,Rank
23518,Wilfred,245.0,2013,Rank
23519,Will,382.0,2013,Rank
23520,Willem,1462.0,2013,Rank
23521,William,8.0,2013,Rank
23522,Willis,2055.0,2013,Rank
23523,Wilson,692.0,2013,Rank
23524,Winston,882.0,2013,Rank
23525,Xavier,172.0,2013,Rank
23526,Yahya,222.0,2013,Rank
23527,Yaseen,445.0,2013,Rank
23528,Yash,1024.0,2013,Rank
23529,Yasin,469.0,2013,Rank
23530,Yasir,621.0,2013,Rank
23531,Yasser,2055.0,2013,Rank
23532,Yassin,1183.0,2013,Rank
23533,Yehuda,1183.0,2013,Rank
23534,Yisroel,1404.0,2013,Rank
23535,Yitzchok,2216.0,2013,Rank
23536,Yoel,2403.0,2013,Rank
23537,Yosef,910.0,2013,Rank
23538,Youcef,1617.0,2013,Rank
23539,Yousaf,931.0,2013,Rank
23540,Yousef,514.0,2013,Rank
23541,Yousif,1086.0,2013,Rank
23542,Youssef,872.0,2013,Rank
23543,Yousuf,655.0,2013,Rank
23544,Yunus,434.0,2013,Rank
23545,Yusuf,118.0,2013,Rank
23546,Zac,144.0,2013,Rank
23547,Zach,228.0,2013,Rank
23548,Zacharia,1617.0,2013,Rank
23549,Zachariah,323.0,2013,Rank
23550,Zacharias,2216.0,2013,Rank
23551,Zachary,39.0,2013,Rank
23552,Zachery,771.0,2013,Rank
23553,Zack,163.0,2013,Rank
23554,Zackary,570.0,2013,Rank
23555,Zackery,1339.0,2013,Rank
23556,Zahid,2954.0,2013,Rank
23557,Zaid,655.0,2013,Rank
23558,Zain,198.0,2013,Rank
23559,Zaine,1063.0,2013,Rank
23560,Zak,180.0,2013,Rank
23561,Zakaria,451.0,2013,Rank
23562,Zakariah,1044.0,2013,Rank
23563,Zakariya,222.0,2013,Rank
23564,Zakariyya,804.0,2013,Rank
23565,Zakary,1294.0,2013,Rank
23566,Zaki,821.0,2013,Rank
23567,Zakir,1339.0,2013,Rank
23568,Zakk,1183.0,2013,Rank
23569,Zane,355.0,2013,Rank
23570,Zayd,338.0,2013,Rank
23571,Zayn,244.0,2013,Rank
23572,Zechariah,1462.0,2013,Rank
23573,Zeeshan,621.0,2013,Rank
23574,Zia,2403.0,2013,Rank
23575,Ziggy,1044.0,2013,Rank
23576,Zion,451.0,2013,Rank
23577,Zohaib,1183.0,2013,Rank
23578,Zubair,1247.0,2013,Rank
23579,Aadam,109.0,2013,Count
23580,Aadil,16.0,2013,Count
23581,Aamir,20.0,2013,Count
23582,Aaran,28.0,2013,Count
23583,Aaron,778.0,2013,Count
23584,Abbas,50.0,2013,Count
23585,Abdirahman,65.0,2013,Count
23586,Abdul,300.0,2013,Count
23587,Abdulaziz,20.0,2013,Count
23588,Abdullah,333.0,2013,Count
23589,Abdullahi,48.0,2013,Count
23590,Abdulrahman,59.0,2013,Count
23591,Abdur,34.0,2013,Count
23592,Abdur-Rahman,29.0,2013,Count
23593,Abdurahman,22.0,2013,Count
23594,Abel,107.0,2013,Count
23595,Abid,14.0,2013,Count
23596,Abir,4.0,2013,Count
23597,Abraham,65.0,2013,Count
23598,Abrar,6.0,2013,Count
23599,Abu,43.0,2013,Count
23600,Abu-Bakr,20.0,2013,Count
23601,Abubakar,31.0,2013,Count
23602,Abubakr,35.0,2013,Count
23603,Adam,1761.0,2013,Count
23604,Adan,23.0,2013,Count
23605,Addison,61.0,2013,Count
23606,Adeeb,7.0,2013,Count
23607,Adeel,14.0,2013,Count
23608,Adel,9.0,2013,Count
23609,Adem,34.0,2013,Count
23610,Aden,46.0,2013,Count
23611,Adil,50.0,2013,Count
23612,Adnan,45.0,2013,Count
23613,Adrian,273.0,2013,Count
23614,Adrien,4.0,2013,Count
23615,Aedan,16.0,2013,Count
23616,Ahad,13.0,2013,Count
23617,Ahmad,168.0,2013,Count
23618,Ahmed,345.0,2013,Count
23619,Ahmet,18.0,2013,Count
23620,Ahsan,15.0,2013,Count
23621,Aidan,415.0,2013,Count
23622,Aiden,665.0,2013,Count
23623,Aiman,11.0,2013,Count
23624,Ajay,52.0,2013,Count
23625,Akash,9.0,2013,Count
23626,Akbar,11.0,2013,Count
23627,Akeem,10.0,2013,Count
23628,Akira,9.0,2013,Count
23629,Akram,21.0,2013,Count
23630,Akshay,14.0,2013,Count
23631,Al,8.0,2013,Count
23632,Alan,302.0,2013,Count
23633,Alasdair,23.0,2013,Count
23634,Alastair,45.0,2013,Count
23635,Albert,633.0,2013,Count
23636,Albie,424.0,2013,Count
23637,Alby,48.0,2013,Count
23638,Alec,56.0,2013,Count
23639,Aled,22.0,2013,Count
23640,Aleem,4.0,2013,Count
23641,Alejandro,17.0,2013,Count
23642,Aleksandar,11.0,2013,Count
23643,Aleksander,130.0,2013,Count
23644,Alessandro,60.0,2013,Count
23645,Alessio,27.0,2013,Count
23646,Alex,986.0,2013,Count
23647,Alexander,2837.0,2013,Count
23648,Alexandre,37.0,2013,Count
23649,Alexandros,27.0,2013,Count
23650,Alexei,11.0,2013,Count
23651,Alexis,23.0,2013,Count
23652,Alfie,4138.0,2013,Count
23653,Alfred,430.0,2013,Count
23654,Ali,428.0,2013,Count
23655,Alistair,103.0,2013,Count
23656,Allan,18.0,2013,Count
23657,Allen,9.0,2013,Count
23658,Alvin,42.0,2013,Count
23659,Amaan,125.0,2013,Count
23660,Aman,47.0,2013,Count
23661,Amar,38.0,2013,Count
23662,Amari,86.0,2013,Count
23663,Ameen,28.0,2013,Count
23664,Ameer,28.0,2013,Count
23665,Amer,3.0,2013,Count
23666,Amin,41.0,2013,Count
23667,Amir,139.0,2013,Count
23668,Ammaar,22.0,2013,Count
23669,Ammar,41.0,2013,Count
23670,Amos,32.0,2013,Count
23671,Amr,5.0,2013,Count
23672,Amrit,12.0,2013,Count
23673,Anand,6.0,2013,Count
23674,Anas,101.0,2013,Count
23675,Anderson,31.0,2013,Count
23676,Andre,73.0,2013,Count
23677,Andreas,51.0,2013,Count
23678,Andres,19.0,2013,Count
23679,Andrew,374.0,2013,Count
23680,Andy,35.0,2013,Count
23681,Aneurin,31.0,2013,Count
23682,Angelo,58.0,2013,Count
23683,Angus,126.0,2013,Count
23684,Anis,10.0,2013,Count
23685,Anish,41.0,2013,Count
23686,Anthony,400.0,2013,Count
23687,Antoine,12.0,2013,Count
23688,Anton,69.0,2013,Count
23689,Antoni,185.0,2013,Count
23690,Antonio,70.0,2013,Count
23691,Antony,80.0,2013,Count
23692,Anwar,14.0,2013,Count
23693,Aqib,11.0,2013,Count
23694,Aran,53.0,2013,Count
23695,Archibald,87.0,2013,Count
23696,Archie,3265.0,2013,Count
23697,Arian,27.0,2013,Count
23698,Arif,15.0,2013,Count
23699,Arjan,51.0,2013,Count
23700,Arjun,187.0,2013,Count
23701,Armaan,113.0,2013,Count
23702,Arman,48.0,2013,Count
23703,Armani,26.0,2013,Count
23704,Arnold,17.0,2013,Count
23705,Aron,98.0,2013,Count
23706,Arran,42.0,2013,Count
23707,Arron,28.0,2013,Count
23708,Arsalan,7.0,2013,Count
23709,Arthur,1559.0,2013,Count
23710,Arun,47.0,2013,Count
23711,Arvin,32.0,2013,Count
23712,Aryan,188.0,2013,Count
23713,Asa,52.0,2013,Count
23714,Asad,12.0,2013,Count
23715,Asher,104.0,2013,Count
23716,Ashley,154.0,2013,Count
23717,Ashraf,5.0,2013,Count
23718,Ashton,397.0,2013,Count
23719,Ashwin,39.0,2013,Count
23720,Asim,16.0,2013,Count
23721,Aston,170.0,2013,Count
23722,Atif,16.0,2013,Count
23723,Aubrey,35.0,2013,Count
23724,Augustus,12.0,2013,Count
23725,Austen,33.0,2013,Count
23726,Austin,657.0,2013,Count
23727,Avi,28.0,2013,Count
23728,Avrohom,16.0,2013,Count
23729,Awais,27.0,2013,Count
23730,Axel,54.0,2013,Count
23731,Ayaz,27.0,2013,Count
23732,Aydan,11.0,2013,Count
23733,Ayden,154.0,2013,Count
23734,Aydin,84.0,2013,Count
23735,Ayman,97.0,2013,Count
23736,Ayomide,21.0,2013,Count
23737,Ayrton,41.0,2013,Count
23738,Ayub,62.0,2013,Count
23739,Azeem,11.0,2013,Count
23740,Aziz,8.0,2013,Count
23741,Bailey,530.0,2013,Count
23742,Baran,23.0,2013,Count
23743,Barnabas,22.0,2013,Count
23744,Barnaby,251.0,2013,Count
23745,Barney,106.0,2013,Count
23746,Barry,11.0,2013,Count
23747,Basil,7.0,2013,Count
23748,Bayley,26.0,2013,Count
23749,Beau,318.0,2013,Count
23750,Ben,423.0,2013,Count
23751,Benedict,117.0,2013,Count
23752,Benjamin,2532.0,2013,Count
23753,Bentley,184.0,2013,Count
23754,Bernard,30.0,2013,Count
23755,Bertie,99.0,2013,Count
23756,Bertram,11.0,2013,Count
23757,Bilal,133.0,2013,Count
23758,Bill,11.0,2013,Count
23759,Billy,531.0,2013,Count
23760,Billy-Joe,12.0,2013,Count
23761,Blaine,28.0,2013,Count
23762,Blake,1083.0,2013,Count
23763,Blaze,15.0,2013,Count
23764,Bleddyn,3.0,2013,Count
23765,Blue,19.0,2013,Count
23766,Bobbie,38.0,2013,Count
23767,Bobby,1049.0,2013,Count
23768,Boris,38.0,2013,Count
23769,Braden,14.0,2013,Count
23770,Bradley,510.0,2013,Count
23771,Brady,15.0,2013,Count
23772,Brandon,343.0,2013,Count
23773,Brayden,97.0,2013,Count
23774,Braydon,33.0,2013,Count
23775,Brendan,58.0,2013,Count
23776,Brendon,20.0,2013,Count
23777,Brennan,20.0,2013,Count
23778,Brett,16.0,2013,Count
23779,Brian,102.0,2013,Count
23780,Brodie,164.0,2013,Count
23781,Brody,331.0,2013,Count
23782,Brogan,50.0,2013,Count
23783,Brook,9.0,2013,Count
23784,Bruce,57.0,2013,Count
23785,Bruno,80.0,2013,Count
23786,Bryan,79.0,2013,Count
23787,Bryce,19.0,2013,Count
23788,Bryn,38.0,2013,Count
23789,Burak,6.0,2013,Count
23790,Buster,35.0,2013,Count
23791,Byron,72.0,2013,Count
23792,Cade,31.0,2013,Count
23793,Caelan,69.0,2013,Count
23794,Cai,98.0,2013,Count
23795,Cain,71.0,2013,Count
23796,Caine,10.0,2013,Count
23797,Cairo,56.0,2013,Count
23798,Caius,19.0,2013,Count
23799,Caleb,679.0,2013,Count
23800,Callan,56.0,2013,Count
23801,Callum,855.0,2013,Count
23802,Calum,69.0,2013,Count
23803,Calvin,89.0,2013,Count
23804,Cameron,659.0,2013,Count
23805,Campbell,21.0,2013,Count
23806,Camron,19.0,2013,Count
23807,Caolan,6.0,2013,Count
23808,Carl,45.0,2013,Count
23809,Carlo,24.0,2013,Count
23810,Carlos,47.0,2013,Count
23811,Carlton,15.0,2013,Count
23812,Carson,83.0,2013,Count
23813,Carter,463.0,2013,Count
23814,Casey,195.0,2013,Count
23815,Caspar,55.0,2013,Count
23816,Casper,160.0,2013,Count
23817,Cassidy,7.0,2013,Count
23818,Cassius,112.0,2013,Count
23819,Cedric,11.0,2013,Count
23820,Chad,19.0,2013,Count
23821,Chaim,32.0,2013,Count
23822,Chance,13.0,2013,Count
23823,Charlee,12.0,2013,Count
23824,Charles,1029.0,2013,Count
23825,Charley,66.0,2013,Count
23826,Charlie,5039.0,2013,Count
23827,Chase,270.0,2013,Count
23828,Chay,8.0,2013,Count
23829,Che,21.0,2013,Count
23830,Chester,61.0,2013,Count
23831,Chris,49.0,2013,Count
23832,Christian,239.0,2013,Count
23833,Christopher,455.0,2013,Count
23834,Christos,15.0,2013,Count
23835,Cian,201.0,2013,Count
23836,Ciaran,78.0,2013,Count
23837,Cillian,44.0,2013,Count
23838,Clark,72.0,2013,Count
23839,Clarke,14.0,2013,Count
23840,Clay,29.0,2013,Count
23841,Clayton,91.0,2013,Count
23842,Clement,21.0,2013,Count
23843,Clive,5.0,2013,Count
23844,Cobi,18.0,2013,Count
23845,Coby,134.0,2013,Count
23846,Codie,19.0,2013,Count
23847,Cody,494.0,2013,Count
23848,Cohen,138.0,2013,Count
23849,Colby,94.0,2013,Count
23850,Cole,348.0,2013,Count
23851,Colin,35.0,2013,Count
23852,Conall,15.0,2013,Count
23853,Conan,19.0,2013,Count
23854,Conner,57.0,2013,Count
23855,Connor,974.0,2013,Count
23856,Conor,204.0,2013,Count
23857,Conrad,56.0,2013,Count
23858,Corey,461.0,2013,Count
23859,Corin,4.0,2013,Count
23860,Cormac,23.0,2013,Count
23861,Cornelius,9.0,2013,Count
23862,Cory,87.0,2013,Count
23863,Cosmo,17.0,2013,Count
23864,Craig,41.0,2013,Count
23865,Cristian,31.0,2013,Count
23866,Curtis,101.0,2013,Count
23867,Cyrus,47.0,2013,Count
23868,Daanish,6.0,2013,Count
23869,Dale,19.0,2013,Count
23870,Dalton,51.0,2013,Count
23871,Damian,144.0,2013,Count
23872,Damien,68.0,2013,Count
23873,Damion,4.0,2013,Count
23874,Damon,50.0,2013,Count
23875,Dan,21.0,2013,Count
23876,Dane,11.0,2013,Count
23877,Danial,17.0,2013,Count
23878,Daniel,3095.0,2013,Count
23879,Danish,31.0,2013,Count
23880,Daniyal,99.0,2013,Count
23881,Danny,261.0,2013,Count
23882,Dante,94.0,2013,Count
23883,Danyaal,20.0,2013,Count
23884,Danyal,30.0,2013,Count
23885,Darcy,28.0,2013,Count
23886,Darian,10.0,2013,Count
23887,Dario,11.0,2013,Count
23888,Darius,69.0,2013,Count
23889,Darnell,15.0,2013,Count
23890,Darragh,30.0,2013,Count
23891,Darren,42.0,2013,Count
23892,Daryl,14.0,2013,Count
23893,Daud,6.0,2013,Count
23894,David,1248.0,2013,Count
23895,Dawood,24.0,2013,Count
23896,Dawud,68.0,2013,Count
23897,Deacon,103.0,2013,Count
23898,Dean,96.0,2013,Count
23899,Declan,281.0,2013,Count
23900,Denis,113.0,2013,Count
23901,Deniz,60.0,2013,Count
23902,Dennis,118.0,2013,Count
23903,Denny,38.0,2013,Count
23904,Denver,28.0,2013,Count
23905,Denzel,36.0,2013,Count
23906,Deon,18.0,2013,Count
23907,Derek,17.0,2013,Count
23908,Desmond,14.0,2013,Count
23909,Dev,30.0,2013,Count
23910,Devan,18.0,2013,Count
23911,Deven,17.0,2013,Count
23912,Devin,18.0,2013,Count
23913,Devon,89.0,2013,Count
23914,Devonte,8.0,2013,Count
23915,Dewi,37.0,2013,Count
23916,Dexter,1019.0,2013,Count
23917,Dhillon,8.0,2013,Count
23918,Dhruv,57.0,2013,Count
23919,Diego,74.0,2013,Count
23920,Dilan,48.0,2013,Count
23921,Dillan,47.0,2013,Count
23922,Dillon,129.0,2013,Count
23923,Dimitri,15.0,2013,Count
23924,Dion,39.0,2013,Count
23925,Dominic,555.0,2013,Count
23926,Dominick,12.0,2013,Count
23927,Dominik,231.0,2013,Count
23928,Don,6.0,2013,Count
23929,Donald,11.0,2013,Count
23930,Donovan,23.0,2013,Count
23931,Donte,9.0,2013,Count
23932,Douglas,122.0,2013,Count
23933,Dovid,7.0,2013,Count
23934,Dre,13.0,2013,Count
23935,Drew,92.0,2013,Count
23936,Duncan,33.0,2013,Count
23937,Dwayne,16.0,2013,Count
23938,Dyfan,7.0,2013,Count
23939,Dylan,2393.0,2013,Count
23940,Eamon,8.0,2013,Count
23941,Eben,67.0,2013,Count
23942,Ebenezer,12.0,2013,Count
23943,Ebrahim,15.0,2013,Count
23944,Edan,11.0,2013,Count
23945,Eddie,145.0,2013,Count
23946,Eddy,17.0,2013,Count
23947,Eden,122.0,2013,Count
23948,Edgar,33.0,2013,Count
23949,Ediz,11.0,2013,Count
23950,Edmund,36.0,2013,Count
23951,Eduardo,20.0,2013,Count
23952,Edward,2273.0,2013,Count
23953,Edwin,83.0,2013,Count
23954,Ehsan,39.0,2013,Count
23955,Eli,440.0,2013,Count
23956,Elias,226.0,2013,Count
23957,Eliezer,11.0,2013,Count
23958,Elijah,908.0,2013,Count
23959,Eliot,36.0,2013,Count
23960,Eliott,11.0,2013,Count
23961,Elis,72.0,2013,Count
23962,Elisha,33.0,2013,Count
23963,Elliot,829.0,2013,Count
23964,Elliott,722.0,2013,Count
23965,Ellis,619.0,2013,Count
23966,Elvis,22.0,2013,Count
23967,Emanuel,22.0,2013,Count
23968,Emerson,39.0,2013,Count
23969,Emil,50.0,2013,Count
23970,Emile,33.0,2013,Count
23971,Emilio,53.0,2013,Count
23972,Emir,47.0,2013,Count
23973,Emmanuel,230.0,2013,Count
23974,Emre,37.0,2013,Count
23975,Emyr,5.0,2013,Count
23976,Enrico,7.0,2013,Count
23977,Enzo,133.0,2013,Count
23978,Eoghan,23.0,2013,Count
23979,Eoin,49.0,2013,Count
23980,Ephraim,19.0,2013,Count
23981,Eren,27.0,2013,Count
23982,Eric,219.0,2013,Count
23983,Erik,70.0,2013,Count
23984,Ernest,91.0,2013,Count
23985,Ethan,3572.0,2013,Count
23986,Etienne,32.0,2013,Count
23987,Euan,167.0,2013,Count
23988,Eugene,16.0,2013,Count
23989,Evan,723.0,2013,Count
23990,Ewan,291.0,2013,Count
23991,Ezekiel,91.0,2013,Count
23992,Ezra,151.0,2013,Count
23993,Fabian,180.0,2013,Count
23994,Fabio,28.0,2013,Count
23995,Fahad,18.0,2013,Count
23996,Faheem,10.0,2013,Count
23997,Fahim,12.0,2013,Count
23998,Faisal,30.0,2013,Count
23999,Faiz,15.0,2013,Count
24000,Faizaan,26.0,2013,Count
24001,Faizan,44.0,2013,Count
24002,Farhan,80.0,2013,Count
24003,Faris,66.0,2013,Count
24004,Federico,23.0,2013,Count
24005,Felipe,11.0,2013,Count
24006,Felix,666.0,2013,Count
24007,Fenn,11.0,2013,Count
24008,Fenton,15.0,2013,Count
24009,Fergus,82.0,2013,Count
24010,Filip,439.0,2013,Count
24011,Finbar,15.0,2013,Count
24012,Findlay,29.0,2013,Count
24013,Finlay,691.0,2013,Count
24014,Finley,2154.0,2013,Count
24015,Finn,511.0,2013,Count
24016,Finnian,13.0,2013,Count
24017,Fintan,16.0,2013,Count
24018,Fionn,29.0,2013,Count
24019,Fletcher,201.0,2013,Count
24020,Floyd,15.0,2013,Count
24021,Flynn,376.0,2013,Count
24022,Francesco,46.0,2013,Count
24023,Francis,210.0,2013,Count
24024,Francisco,27.0,2013,Count
24025,Frank,219.0,2013,Count
24026,Frankie,1024.0,2013,Count
24027,Franklin,121.0,2013,Count
24028,Fraser,267.0,2013,Count
24029,Frazer,74.0,2013,Count
24030,Fred,62.0,2013,Count
24031,Freddie,2089.0,2013,Count
24032,Freddy,210.0,2013,Count
24033,Frederic,28.0,2013,Count
24034,Frederick,766.0,2013,Count
24035,Frederik,13.0,2013,Count
24036,Fredrick,25.0,2013,Count
24037,Furqan,10.0,2013,Count
24038,Fynn,44.0,2013,Count
24039,Gabriel,818.0,2013,Count
24040,Gareth,25.0,2013,Count
24041,Gary,28.0,2013,Count
24042,Gavin,33.0,2013,Count
24043,Geoffrey,11.0,2013,Count
24044,George,4202.0,2013,Count
24045,Georgie,83.0,2013,Count
24046,Georgios,8.0,2013,Count
24047,Gerald,11.0,2013,Count
24048,Gerard,26.0,2013,Count
24049,Gerry,4.0,2013,Count
24050,Ghulam,9.0,2013,Count
24051,Giacomo,9.0,2013,Count
24052,Gian,9.0,2013,Count
24053,Gianluca,20.0,2013,Count
24054,Gianni,10.0,2013,Count
24055,Gideon,48.0,2013,Count
24056,Gilbert,40.0,2013,Count
24057,Giles,20.0,2013,Count
24058,Gino,28.0,2013,Count
24059,Giorgio,24.0,2013,Count
24060,Giovanni,49.0,2013,Count
24061,Giuseppe,12.0,2013,Count
24062,Glen,10.0,2013,Count
24063,Gordon,12.0,2013,Count
24064,Graham,12.0,2013,Count
24065,Grant,10.0,2013,Count
24066,Gregor,11.0,2013,Count
24067,Gregory,61.0,2013,Count
24068,Griffin,19.0,2013,Count
24069,Gruffudd,7.0,2013,Count
24070,Gruffydd,33.0,2013,Count
24071,Gurveer,23.0,2013,Count
24072,Gus,14.0,2013,Count
24073,Guto,14.0,2013,Count
24074,Guy,64.0,2013,Count
24075,Gwilym,16.0,2013,Count
24076,Gwion,11.0,2013,Count
24077,Haaris,40.0,2013,Count
24078,Habib,16.0,2013,Count
24079,Hadi,36.0,2013,Count
24080,Hadley,52.0,2013,Count
24081,Haidar,11.0,2013,Count
24082,Haiden,18.0,2013,Count
24083,Haider,73.0,2013,Count
24084,Hakeem,21.0,2013,Count
24085,Hakim,9.0,2013,Count
24086,Hal,11.0,2013,Count
24087,Hamad,6.0,2013,Count
24088,Hamid,30.0,2013,Count
24089,Hamish,96.0,2013,Count
24090,Hammad,20.0,2013,Count
24091,Hamza,280.0,2013,Count
24092,Hamzah,67.0,2013,Count
24093,Hanad,9.0,2013,Count
24094,Hani,9.0,2013,Count
24095,Hans,3.0,2013,Count
24096,Hari,93.0,2013,Count
24097,Haris,142.0,2013,Count
24098,Harish,8.0,2013,Count
24099,Harley,1275.0,2013,Count
24100,Harman,28.0,2013,Count
24101,Harold,14.0,2013,Count
24102,Haroon,69.0,2013,Count
24103,Harri,150.0,2013,Count
24104,Harris,159.0,2013,Count
24105,Harrison,2038.0,2013,Count
24106,Harry,5888.0,2013,Count
24107,Harun,25.0,2013,Count
24108,Harveer,23.0,2013,Count
24109,Harvey,1276.0,2013,Count
24110,Harvie,9.0,2013,Count
24111,Harvir,7.0,2013,Count
24112,Hasan,123.0,2013,Count
24113,Haseeb,28.0,2013,Count
24114,Hashim,120.0,2013,Count
24115,Hasnain,45.0,2013,Count
24116,Hassan,201.0,2013,Count
24117,Hayden,463.0,2013,Count
24118,Haydn,79.0,2013,Count
24119,Hector,153.0,2013,Count
24120,Henri,81.0,2013,Count
24121,Henry,3248.0,2013,Count
24122,Herbert,39.0,2013,Count
24123,Herbie,51.0,2013,Count
24124,Hisham,24.0,2013,Count
24125,Howard,16.0,2013,Count
24126,Hubert,66.0,2013,Count
24127,Hudson,179.0,2013,Count
